author,comments,reply_comments,reply_authors,update
集中筹码,真搞不懂这些人为什么要拼命跑，我持仓才几天分了这么多,,,06-11
集中筹码,到账了，感谢老板，66500美滋滋,,,06-11
瞎追乱动很慌爱摸,分红到账。感谢美的集团,,,06-11
超凡脱俗的翻倍王,我的分红怎么还没到账，你们到了吗,,,06-11
中际旭创资讯,持续提升服务效能 深交所密集走访170家上市公司,,,06-11
集中筹码,哪里有分红？我怎么没看到？,,,06-11
股海一叶舟562438603,各位分红已到帐,,,06-11
阿但地,明天除权开盘价72.02元,,,06-11
比亚迪资讯,双平台上市利好大湾区科技企业，38万亿大市场扑面而来,,,06-11
灵动机敏的高昆,可以说外资坏，但是外资可不傻！,,,06-11
长盈精密资讯,上门“答疑解惑”、助推高质量发展 深交所已走访调研约170家上市公司,,,06-11
一亿股潍柴,我记得以前，美的控股了外国一家机器人公司？系不系？,,,06-11
正义的赛西尔,我了个天，分红已到帐，美的速度,,,06-11
来北风,摩根又加仓了，会不会套住它呢,,,06-11
财源暴富地子健,佛山市顺德区美的饮水机制造有限公司付供应商货款帐期120天。不符合国务院第802,,,06-11
股友53865N219f,美的今年能上100元吗,,,06-11
坚决的大松鼠,回购完成了吗？没完成的话还差多少？,,,06-11
股友15853A8R88,明天大跃，每股低于72元，不怕s的抄底，今天没出的站岗。,,,06-11
爱追高的巧克力,明天美的先涨2天，让散户进来，下周开始阴跌,,,06-11
股友muH2fa6112,今天不逃权的明天关灯吃面了。,,,06-11
谁主混沌,美的真的是投资的好标的，前前后后投入五万本金算上分红要赚三万了，拿住不放手,,,06-11
美的集团资讯,合康新能深度参与美的能源战略 多项新品亮相2025 SNEC展,,,06-11
股友53865N219f,今天分红几点到帐啊,,,06-11
股息复投Plus,除权价71.99，明天会跌一点，可以慢慢进货，不着急。有的时候会阴跌一个月，看看,,,06-11
纯真善良的洪涛,为什么我其他软件里最后竞价6732是绿色的，东财是红色的,,,06-11
静谧悠然的夏杰,空头使劲的打压每天都是哪里来哪里回,,,06-11
爱追高的巧克力,美的现在价位不适合做长线，一定会下来到68再拿,,,06-11
爱追高的巧克力,最后十分钟逃跑机会，打不赢赶紧撤，留的青山在不怕没柴烧,,,06-11
拾穗者,外资等着你们卖了,,,06-11
红烛金光,尾盘大涨！,,,06-11
美的集团资讯,美的集团发布储能、热泵和AI战略,,,06-11
凤舞九天灵犀一指,75的价格还带分红，今天买不就是等于白送吗？为什么还想不明白？,,,06-11
CEO白小纯,就问小散，看得懂主力在做什么不？你们卖多少，人家吸多少。也不拉，就是一直慢慢吸收,,,06-11
今天最好,分红多久到帐？什么时候买的才算可以分到红呢,,,06-11
招财猫1985,一股不卖，我就是等分红的，在这里比在别的股票里安心，因为即使跌了也能涨回去。,,,06-11
长安三百万,美的商誉为什么这么高,,,06-11
饿猫炒股,格力的爸爸,,,06-11
凤舞九天灵犀一指,评论区很多韭菜不懂分红的好处啊。哈哈，你先别问，你分一下就知道了，新韭…,,,06-11
股友muH2fa6112,2.30跳水逃权。,,,06-11
那时少年,车企把账期统一缩减到60天，美的的股东们，还没看清形势吗？,,,06-11
CEO白小纯,空头哭吧，这么低的成本还卖，这卖出来都相当于72元卖了。真不知道你们在想什么,,,06-11
豪爽大气的千隅2,诱多，尾盘主力又要跳水,,,06-11
爱追高的巧克力,必须卖掉，不要分红，除非你准备拿一年以上不动，玩短线做波段的必须今天清仓，重要的,,,06-11
招财猫1985,买入，准备拿一个月看看。,,,06-11
股友05O118c965,大家卖了么,,,06-11
爱追高的巧克力,清仓了美的，除权后看跌,,,06-11
香江股海无崖,请大家不要逃权！,,,06-11
网名168,今天买进的能不能分红？,,,06-11
年年都红,股权，分红后，税是怎么扣的呀，我搜了一下说，不到1万块，是不扣税的呀！有人来帮忙,,,06-11
PSR股市观察员,坐等美的集团立霸股份高股息率↑,,,06-11
股友muH2fa6112,诱多,,,06-11
小溪宝宝,今天到底该不该买呢？犹豫，当了几年韭菜终于决定攒股收股息过日子了,,,06-11
大盘越涨我越慌,我还等着今天大跌加仓呢...,,,06-11
平静的温麒汐,又是昨天的套路,,,06-11
股海筑梦,时间很快到3点，分红包,,,06-11
股海筑梦,明天上酷77,,,06-11
小旺瓜,我是煤粉，每年坐等分红,,,06-11
小旺瓜,美粉，每年坐等分红,,,06-11
豪爽大气的千隅2,今天股权登记日，虽然有分红，但是实际是？从所有股东股票价格降来分的，持股不到一年,,,06-11
账户已注销,380万本金春节后最高位41.6卖出清仓光线传媒，15元开始买入代糖之王金禾实业,,,06-11
阿但地,马上国家队量化操控，砸开始了，还有长江电力也是一样,,,06-11
PSR股市观察员,立霸股份美的电器供应商↑,,,06-11
菜鸟股人6122,只亏时间不亏钱，坚定价值投资，验证过很多次，总会让你有赚头。坚定不移相信会填权，,,,06-11
等牛娃001,下午会跳水,,,06-11
股票是游戏别投多,美的必须拿着,,,06-11
集中筹码,这几天亏的钱，分红了，还是亏的，我只能说太坑了,,,06-11
看看就0k了,先赚7毛钱红利税,,,06-11
股票是游戏别投多,美的可以买了,,,06-11
股友72926y510v,海尔都涨了一个点了,,,06-11
CEO白小纯,今天就看是谁交权出来了，反正我打死不交出来,,,06-11
静谧悠然的夏杰,空头又赢了,,,06-11
HLX先勤后贵,明天除权等于没分到红,,,06-11
账户已注销,美的作为汽车零部件供应商，岂不受益？,,,06-11
集中筹码,守了五个交易日，今天是第六个交易日，晚上应该能分红了吧！但感觉还是有点亏这个分红,,,06-11
美的集团资讯,美的集团：融资净买入1734.23万元，融资余额26.74亿元（06-10）,,,06-11
让我赚点啊,12号分红除息除权后，股价大概在68块到69块之间，历史总是惊人的相似，分红完这,,,06-11
腾讯音乐资讯,科技早报 | 腾讯音乐拟12.6亿美元收购喜马拉雅；苹果客服回应iOS 26被吐槽丑,,,06-11
美的集团资讯,A股分红派息转增一览：104股今日股权登记,,,06-11
天才财神,一万个里面出不到一个质量问题很正常的，什么产品百分百没问题？这是公司配合机构找理,,,06-11
弃我取取我予,供应商的账期要不要响应国家号召？,,,06-11
天岳先进资讯,透过数据看“十四五”答卷： 资本市场投融资新生态加速形成,,,06-11
向快乐出发168,成本77.16吧里还有比我高的股神吗？出来冒个头,,,06-10
潇湘闯者,主业空调还有增长空间吗？以后美的会不会也去造手机，造车啊？,,,06-10
股友t9aZsk,四大车企将支付账期统一至60天内美的集团会不会做家电行业第一人界面新闻1小时前,,,06-10
爱追高的巧克力,美的股票今年除权前提前跌了5%和去年不一样，提前释放了除权后的下跌空间，去年6月,,,06-10
美的集团资讯,在北美召回百万台窗机空调？美的回应：系主动召回 产品客诉率低于万分之一,,,06-10
股友3009H8393G,明天分红前一天，要跑吗,,,06-10
资本创造美好6699,美的明天（2025.6.11）肯定红盘收盘，信不信明天收盘再喷！,,,06-10
阿但地,明天股权登记，晚上现金分红到账。个人准备用分红的钱继续买美的，，预期是69.90,,,06-10
小白是个大象,真的假的？？,,,06-10
股友9A77929Z71,我已被这个股票套牢了，只能拿点分红。把这个股票送给我孩子,,,06-10
摩卡爱玩球,继续看到80以上，你没让我失望过，加油,,,06-10
定陶少伯,美的应该也能填权吧，毕竟格力3天就填权了,,,06-10
美的集团资讯,企业“向新”“向智”，拓展就业新空间,,,06-10
峰哥9527,美的绝对好企业，但是空调产能确实严重过剩。,,,06-10
股友AbxPmq,下跌就入仓，年年要分红。,,,06-10
创新的董靖娴,分红扣税，所以很多人卖了，明天也是很多人卖,,,06-10
美的集团资讯,平均30分钟就能下线一台机器人！美的已经开始用机器人生产机器人,,,06-10
基民hEsZfz,真垃圾,,,06-10
集中筹码,不要管别人怎么样？只要知道自己的分红就可以了，觉得分红，没搞头就走,,,06-10
摩卡爱玩球,最近的走势真是港股向上你向下。啥啊这是,,,06-10
基民i672F70626,主力一直在加仓,,,06-10
这是牛批的昵称,不是明天收盘才登记吗？干嘛跑那么着急？,,,06-10
阿但地,就这几年，国家队量化操控下，明天大概率不会出现抢权大量买入美的的情况，，倒是大概,,,06-10
股友7L21976y05,我的美的集团今天76.31元卖掉了。美的集团这一段时间股价走势弱一些。,,,06-10
静谧悠然的夏杰,明天是登记日应该有些资金要避一下所以尾盘走了,,,06-10
赚买菜钱的小散,最后1分钟没看懂,,,06-10
赚买菜钱的小散,尾盘这么拉一下，是什么意思？高手指点下,,,06-10
张三石,竞价是恶意做空你啊,,,06-10
拉高出货了,这么便宜的筹码，外面的人不留口水吗,,,06-10
冷若冰霜的纳兰婕,$美的集团(SZ000333)$,,,06-10
静谧悠然的夏杰,大盘快拉回来了硬是把这只股股价压得死死的,,,06-10
股友700i85609z,603058永吉股份底价股参考一下,,,06-10
小溪宝宝,明天买入也分红吗？资金明天到，,,,06-10
天才财神,这就是一个送钱的,,,06-10
静谧悠然的夏杰,空头又得逞了趁着大盘回调借机砸,,,06-10
豪爽大气的千隅2,主力持续流入买点来了，明天涨停！,,,06-10
凡事慢几拍,不到50不买,,,06-10
勇敢无畏的坤宇,绿了绿了,,,06-10
A股战神8,美的要去市场搞一下打假活动了，擦边球产品太多了，愣是傻傻分不清，那个才是真的,,,06-10
大脸笑,一群，现在还在卖,,,06-10
大脸笑,一群，现在还在卖,,,06-10
股友550R73i723,在专家机构眼里，美的产品质量有问题是小事，损失几十亿也是小事，股价不跌反涨。如果,,,06-10
不停涨I,美的挣钱美的花，赶紧让我换个大冰箱,,,06-10
股友53865N219f,分红好久到帐,,,06-10
峰哥9527,美的大幅度下跌绝对不会空穴来风,,,06-10
财源万贯地刘禅,你家装上了空调没问题会拆下来召回吗，实际召回的超级少,,,06-10
股友550R73i723,把利空当利多炒，机构可能是想用拉抬美的股价来掩饰美的利空。即使美的产品投诉率是不,,,06-10
股友muH2fa6112,派发中,,,06-10
股市东风,这个走势不是底分型么，底分型不是要看多做多的么，拿住不撒手!,,,06-10
股息复投Plus,明天除权前一天要跌了，后天除权基本会连续跌一周，大概到70左右，最低69。这是大,,,06-10
有激情的付翼,无论涨跌，只要把格力踩在脚下，你就赢了,,,06-10
彪德奥信海,今天买后天会有分红吗？,,,06-10
一亿股潍柴,今天不会涨停吧？老美有过涨停吗？,,,06-10
北京的布布,明天五个点分红,,,06-10
就龙一,美的跟屁虫,,,06-10
梦中李神,赶紧买，分红来了,,,06-10
平静的温麒汐,没看懂你的操作,,,06-10
赚点狗粮猫粮,要买吗？为了分红持有一年,,,06-10
股友EGXGYa,美加170万套召回，因空调内部发霉，说白了就积水严重，排水排不干净，当然风口也会,,,06-10
小溪宝宝,明天买入能分红吗,,,06-10
CEO白小纯,散户别傻哦，别把权给人家。,,,06-10
哎格力,召回也不影响涨,,,06-10
股票是游戏别投多,买进美的,,,06-10
股友a5699860y5,今天-5%,,,06-10
平静的温麒汐,都召回了，还会涨吗,,,06-10
美的集团资讯,美的集团：融资净买入3935.95万元，融资余额26.57亿元（06-09）,,,06-10
平静的温麒汐,赶紧破七十,,,06-10
股友a5699860y5,开盘就卖出,,,06-10
股友a5699860y5,今天要跌停了,,,06-10
股友nZUuxk,美的集团北美市场召回170万台空调损失或高达数十亿美的暴跌是因为这个吧,,,06-10
百度集团-SW资讯,稳就业，企业在行动,,,06-10
股友khMm72,今天补涨两个点不过份吧！,,,06-10
老板买单,明天跌五个点75.4-3.5=71.9,,,06-10
CEO白小纯,散互注定是韭菜呀，这么好的抢权机会，就为了那一点所谓税就跑了。把权都给机构了。。,,,06-09
股友935220m9A8,等待机会,,,06-09
美的集团资讯,价格战没有赢家 家电家居企业“抱团取暖”,,,06-09
快乐的成成,不是6月5日都公布了，怎么今天拿出来又炒作一遍,,,06-09
n1510137000842483006,产品召回不是大事，更不是什么“黑天鹅”，损失不大。但召回发布时间有点玄妙，明天（,,,06-09
哦呵呵,这次召回要计提30亿以上的损失？,,,06-09
股友3009H8393G,分红后，第二天股份会跌掉分红金额吗,,,06-09
北冥有鱼8888,那不是很麻烦！拿回来我们用了就行，不能让民族企业损失这么惨重！也许改一下哪个部件,,,06-09
美的集团资讯,美的集团北美市场召回170万台空调,,,06-09
招财猫亨姐,分红是12号早上到账吗,,,06-09
直取中军,大家好，新来小白，先持仓一年看看,,,06-09
摩卡爱玩球,这点破事没完没了的，明天涨停得了,,,06-09
招财猫亨姐,昨天卖了神华800股，留个底仓1000股，买了东财1500股，今天卖了赚个差价，,,,06-09
